article_nr,title,tax,price,short_desc,long_desc,picture,stock
16022,"feine Schinkenwurst mit Pistazien (Aufschnitt, Salami, Schinken, Streichwurst Verpackungseinheit: 200 Gramm geschnitten)",7.00,2.89,"Unsere Schinkenwurst wird mit von Meisterhand aus frischem Schweine- und Rindfleisch hergestellt. Als Einlage werden mindestens 60 % mageres Schinkenfleisch verwendet. Die besonders feinen Würzung mit Pfeffer, Muskat, Mazis, Paprika und Senf wird durch feine Pistatienstücke abgerundet. Schmeckt besonders auf einem frischem Mischbrot, aber auch auf einer frischen Semmel.","Schweinefleisch, Rindfleisch, Trinkwasser, Kochsalz, Gewürze, Konservierungsstoffe: Natriumnitrit E250, Stabilisator: Poly- und Diphosphate E 450 E452, Ascorbinsäure E300, Mononatriumglutamat E621 Farbstoff E120 Hülsenfrüchte: PISTATIEN, SELLERIE",http://www.alber-der-metzger.de/35-thickbox_default/schinkenwurst-mit-pistazien.jpg,-1
16026,"feine Schinkenwurst mit Pistazien (Aufschnitt, Salami, Schinken, Streichwurst Verpackungseinheit: 1/2 Stange a ca. 1,2 Kg)",7.00,13.99,"Unsere Schinkenwurst wird mit von Meisterhand aus frischem Schweine- und Rindfleisch hergestellt. Als Einlage werden mindestens 60 % mageres Schinkenfleisch verwendet. Die besonders feinen Würzung mit Pfeffer, Muskat, Mazis, Paprika und Senf wird durch feine Pistatienstücke abgerundet. Schmeckt besonders auf einem frischem Mischbrot, aber auch auf einer frischen Semmel.","Schweinefleisch, Rindfleisch, Trinkwasser, Kochsalz, Gewürze, Konservierungsstoffe: Natriumnitrit E250, Stabilisator: Poly- und Diphosphate E 450 E452, Ascorbinsäure E300, Mononatriumglutamat E621 Farbstoff E120 Hülsenfrüchte: PISTATIEN, SELLERIE",http://www.alber-der-metzger.de/35-thickbox_default/schinkenwurst-mit-pistazien.jpg,-1
16023,"feine Schinkenwurst mit Pistazien (Aufschnitt, Salami, Schinken, Streichwurst Verpackungseinheit: 300 Gramm geschnitten)",7.00,4.31,"Unsere Schinkenwurst wird mit von Meisterhand aus frischem Schweine- und Rindfleisch hergestellt. Als Einlage werden mindestens 60 % mageres Schinkenfleisch verwendet. Die besonders feinen Würzung mit Pfeffer, Muskat, Mazis, Paprika und Senf wird durch feine Pistatienstücke abgerundet. Schmeckt besonders auf einem frischem Mischbrot, aber auch auf einer frischen Semmel.","Schweinefleisch, Rindfleisch, Trinkwasser, Kochsalz, Gewürze, Konservierungsstoffe: Natriumnitrit E250, Stabilisator: Poly- und Diphosphate E 450 E452, Ascorbinsäure E300, Mononatriumglutamat E621 Farbstoff E120 Hülsenfrüchte: PISTATIEN, SELLERIE",http://www.alber-der-metzger.de/35-thickbox_default/schinkenwurst-mit-pistazien.jpg,-1
160304,"Rustikale Jagdwurst (Aufschnitt, Salami, Schinken, Streichwurst Verpackungseinheit: 400 Gramm geschnitten)",7.00,5.49,"Unsere feine Jagdwurst zeichnet sich durch eine Rustikale Würzung mit Röstzwiebeln, Petersilie, Pfeffer, Kardamon und Kümmel aus. Als Einlage werden 55 % feines Schinkenfleisch verwendet. Sie schmeckt am besten auf einem Frischen Schwarzbrot mit einer Scheibe Essiggurke.","Schweinefleisch, Rindfleisch, Trinkwasser, Kochsalz, Gewürze, Konservierungsstoffe: Natriumnitrit E250, Stabilisator: Poly- und Diphosphate E 450 E452, Ascorbinsäure E300, Mononatriumglutamat E621 Farbstoff E120 SELLERIE, GLUTEN",http://www.alber-der-metzger.de/36-thickbox_default/jagdwurst.jpg,-1
160305,"Rustikale Jagdwurst (Aufschnitt, Salami, Schinken, Streichwurst Verpackungseinheit: 1/2 Stange a ca. 1,2 Kg)",7.00,13.39,"Unsere feine Jagdwurst zeichnet sich durch eine Rustikale Würzung mit Röstzwiebeln, Petersilie, Pfeffer, Kardamon und Kümmel aus. Als Einlage werden 55 % feines Schinkenfleisch verwendet. Sie schmeckt am besten auf einem Frischen Schwarzbrot mit einer Scheibe Essiggurke.","Schweinefleisch, Rindfleisch, Trinkwasser, Kochsalz, Gewürze, Konservierungsstoffe: Natriumnitrit E250, Stabilisator: Poly- und Diphosphate E 450 E452, Ascorbinsäure E300, Mononatriumglutamat E621 Farbstoff E120 SELLERIE, GLUTEN",http://www.alber-der-metzger.de/36-thickbox_default/jagdwurst.jpg,-1
160302,"Rustikale Jagdwurst (Aufschnitt, Salami, Schinken, Streichwurst Verpackungseinheit: 200 Gramm geschnitten)",7.00,2.78,"Unsere feine Jagdwurst zeichnet sich durch eine Rustikale Würzung mit Röstzwiebeln, Petersilie, Pfeffer, Kardamon und Kümmel aus. Als Einlage werden 55 % feines Schinkenfleisch verwendet. Sie schmeckt am besten auf einem Frischen Schwarzbrot mit einer Scheibe Essiggurke.","Schweinefleisch, Rindfleisch, Trinkwasser, Kochsalz, Gewürze, Konservierungsstoffe: Natriumnitrit E250, Stabilisator: Poly- und Diphosphate E 450 E452, Ascorbinsäure E300, Mononatriumglutamat E621 Farbstoff E120 SELLERIE, GLUTEN",http://www.alber-der-metzger.de/36-thickbox_default/jagdwurst.jpg,-1
160301,"Rustikale Jagdwurst (Aufschnitt, Salami, Schinken, Streichwurst Verpackungseinheit: 100 Gramm geschnitten)",7.00,1.39,"Unsere feine Jagdwurst zeichnet sich durch eine Rustikale Würzung mit Röstzwiebeln, Petersilie, Pfeffer, Kardamon und Kümmel aus. Als Einlage werden 55 % feines Schinkenfleisch verwendet. Sie schmeckt am besten auf einem Frischen Schwarzbrot mit einer Scheibe Essiggurke.","Schweinefleisch, Rindfleisch, Trinkwasser, Kochsalz, Gewürze, Konservierungsstoffe: Natriumnitrit E250, Stabilisator: Poly- und Diphosphate E 450 E452, Ascorbinsäure E300, Mononatriumglutamat E621 Farbstoff E120 SELLERIE, GLUTEN",http://www.alber-der-metzger.de/36-thickbox_default/jagdwurst.jpg,-1
160303,"Rustikale Jagdwurst (Aufschnitt, Salami, Schinken, Streichwurst Verpackungseinheit: 300 Gramm geschnitten)",7.00,4.15,"Unsere feine Jagdwurst zeichnet sich durch eine Rustikale Würzung mit Röstzwiebeln, Petersilie, Pfeffer, Kardamon und Kümmel aus. Als Einlage werden 55 % feines Schinkenfleisch verwendet. Sie schmeckt am besten auf einem Frischen Schwarzbrot mit einer Scheibe Essiggurke.","Schweinefleisch, Rindfleisch, Trinkwasser, Kochsalz, Gewürze, Konservierungsstoffe: Natriumnitrit E250, Stabilisator: Poly- und Diphosphate E 450 E452, Ascorbinsäure E300, Mononatriumglutamat E621 Farbstoff E120 SELLERIE, GLUTEN",http://www.alber-der-metzger.de/36-thickbox_default/jagdwurst.jpg,-1
160404,"Champignonwurst (Aufschnitt, Salami, Schinken, Streichwurst Verpackungseinheit: 400 Gramm geschnitten)",7.00,5.39,Unsere Champignonwurst wird aus frischem Schweine- und Rindfleisch von Meisterhand hergestellt. Als einlage verwenden wir ganze Champignonköpfe für eine optisch ansprechendes Schnittbild.,"Schweinefleisch, Rindfleisch, Trinkwasser, Kochsalz, Gewürze, Konservierungsstoffe: Natriumnitrit E250, Stabilisator: Poly- und Diphosphate E 450 E452, Ascorbinsäure E300, Mononatriumglutamat E621 Farbstoff E121; SELLERIE",http://www.alber-der-metzger.de/37-thickbox_default/champignonwurst.jpg,-1
160405,"Champignonwurst (Aufschnitt, Salami, Schinken, Streichwurst Verpackungseinheit: 1/2 Stange a ca. 1,2 Kg)",7.00,12.99,Unsere Champignonwurst wird aus frischem Schweine- und Rindfleisch von Meisterhand hergestellt. Als einlage verwenden wir ganze Champignonköpfe für eine optisch ansprechendes Schnittbild.,"Schweinefleisch, Rindfleisch, Trinkwasser, Kochsalz, Gewürze, Konservierungsstoffe: Natriumnitrit E250, Stabilisator: Poly- und Diphosphate E 450 E452, Ascorbinsäure E300, Mononatriumglutamat E621 Farbstoff E121; SELLERIE",http://www.alber-der-metzger.de/37-thickbox_default/champignonwurst.jpg,-1
160402,"Champignonwurst (Aufschnitt, Salami, Schinken, Streichwurst Verpackungseinheit: 200 Gramm geschnitten)",7.00,2.75,Unsere Champignonwurst wird aus frischem Schweine- und Rindfleisch von Meisterhand hergestellt. Als einlage verwenden wir ganze Champignonköpfe für eine optisch ansprechendes Schnittbild.,"Schweinefleisch, Rindfleisch, Trinkwasser, Kochsalz, Gewürze, Konservierungsstoffe: Natriumnitrit E250, Stabilisator: Poly- und Diphosphate E 450 E452, Ascorbinsäure E300, Mononatriumglutamat E621 Farbstoff E121; SELLERIE",http://www.alber-der-metzger.de/37-thickbox_default/champignonwurst.jpg,-1
160401,"Champignonwurst (Aufschnitt, Salami, Schinken, Streichwurst Verpackungseinheit: 100 Gramm geschnitten)",7.00,1.39,Unsere Champignonwurst wird aus frischem Schweine- und Rindfleisch von Meisterhand hergestellt. Als einlage verwenden wir ganze Champignonköpfe für eine optisch ansprechendes Schnittbild.,"Schweinefleisch, Rindfleisch, Trinkwasser, Kochsalz, Gewürze, Konservierungsstoffe: Natriumnitrit E250, Stabilisator: Poly- und Diphosphate E 450 E452, Ascorbinsäure E300, Mononatriumglutamat E621 Farbstoff E121; SELLERIE",http://www.alber-der-metzger.de/37-thickbox_default/champignonwurst.jpg,-1
160403,"Champignonwurst (Aufschnitt, Salami, Schinken, Streichwurst Verpackungseinheit: 300 Gramm geschnitten)",7.00,4.09,Unsere Champignonwurst wird aus frischem Schweine- und Rindfleisch von Meisterhand hergestellt. Als einlage verwenden wir ganze Champignonköpfe für eine optisch ansprechendes Schnittbild.,"Schweinefleisch, Rindfleisch, Trinkwasser, Kochsalz, Gewürze, Konservierungsstoffe: Natriumnitrit E250, Stabilisator: Poly- und Diphosphate E 450 E452, Ascorbinsäure E300, Mononatriumglutamat E621 Farbstoff E121; SELLERIE",http://www.alber-der-metzger.de/37-thickbox_default/champignonwurst.jpg,-1
16051,"Gurkenwurst (Aufschnitt, Salami, Schinken, Streichwurst Verpackungseinheit: 100 Gramm geschnitten)",7.00,1.29,Unsere Gurkenwurst wird aus frischem Schweine- und Rindfleisch nach handwerklicher Tradition hergestellt. Ihr würziges Fleischaroma wird durch die saure frische der Gurken wunderbar abgerundet. Schmeckt besonders an warmen Tagen bei der Abendlichen Brotzeit.,"Schweinefleisch, Rindfleisch, Trinkwasser, Kochsalz, Gewürze, Konservierungsstoffe: Natriumnitrit E250, Stabilisator: Poly- und Diphosphate E 450 E452, Ascorbinsäure E300, Mononatriumglutamat E621 Farbstoff E122 SENF, SELLERIE",http://www.alber-der-metzger.de/38-thickbox_default/gurkenwurst.jpg,-1
16054,"Gurkenwurst (Aufschnitt, Salami, Schinken, Streichwurst Verpackungseinheit: 300 Gramm geschnitten)",7.00,3.75,Unsere Gurkenwurst wird aus frischem Schweine- und Rindfleisch nach handwerklicher Tradition hergestellt. Ihr würziges Fleischaroma wird durch die saure frische der Gurken wunderbar abgerundet. Schmeckt besonders an warmen Tagen bei der Abendlichen Brotzeit.,"Schweinefleisch, Rindfleisch, Trinkwasser, Kochsalz, Gewürze, Konservierungsstoffe: Natriumnitrit E250, Stabilisator: Poly- und Diphosphate E 450 E452, Ascorbinsäure E300, Mononatriumglutamat E621 Farbstoff E122 SENF, SELLERIE",http://www.alber-der-metzger.de/38-thickbox_default/gurkenwurst.jpg,-1
16055,"Gurkenwurst (Aufschnitt, Salami, Schinken, Streichwurst Verpackungseinheit: 400 Gramm geschnitten)",7.00,5.05,Unsere Gurkenwurst wird aus frischem Schweine- und Rindfleisch nach handwerklicher Tradition hergestellt. Ihr würziges Fleischaroma wird durch die saure frische der Gurken wunderbar abgerundet. Schmeckt besonders an warmen Tagen bei der Abendlichen Brotzeit.,"Schweinefleisch, Rindfleisch, Trinkwasser, Kochsalz, Gewürze, Konservierungsstoffe: Natriumnitrit E250, Stabilisator: Poly- und Diphosphate E 450 E452, Ascorbinsäure E300, Mononatriumglutamat E621 Farbstoff E122 SENF, SELLERIE",http://www.alber-der-metzger.de/38-thickbox_default/gurkenwurst.jpg,-1
16052,"Gurkenwurst (Aufschnitt, Salami, Schinken, Streichwurst Verpackungseinheit: 200 Gramm geschnitten)",7.00,2.55,Unsere Gurkenwurst wird aus frischem Schweine- und Rindfleisch nach handwerklicher Tradition hergestellt. Ihr würziges Fleischaroma wird durch die saure frische der Gurken wunderbar abgerundet. Schmeckt besonders an warmen Tagen bei der Abendlichen Brotzeit.,"Schweinefleisch, Rindfleisch, Trinkwasser, Kochsalz, Gewürze, Konservierungsstoffe: Natriumnitrit E250, Stabilisator: Poly- und Diphosphate E 450 E452, Ascorbinsäure E300, Mononatriumglutamat E621 Farbstoff E122 SENF, SELLERIE",http://www.alber-der-metzger.de/38-thickbox_default/gurkenwurst.jpg,-1
16056,"Gurkenwurst (Aufschnitt, Salami, Schinken, Streichwurst Verpackungseinheit: halbe Stange ca. 1,4 Kg)",7.00,14.99,Unsere Gurkenwurst wird aus frischem Schweine- und Rindfleisch nach handwerklicher Tradition hergestellt. Ihr würziges Fleischaroma wird durch die saure frische der Gurken wunderbar abgerundet. Schmeckt besonders an warmen Tagen bei der Abendlichen Brotzeit.,"Schweinefleisch, Rindfleisch, Trinkwasser, Kochsalz, Gewürze, Konservierungsstoffe: Natriumnitrit E250, Stabilisator: Poly- und Diphosphate E 450 E452, Ascorbinsäure E300, Mononatriumglutamat E621 Farbstoff E122 SENF, SELLERIE",http://www.alber-der-metzger.de/38-thickbox_default/gurkenwurst.jpg,-1
16053,"Gurkenwurst (Aufschnitt, Salami, Schinken, Streichwurst Verpackungseinheit: 250 Gramm geschnitten)",7.00,3.18,Unsere Gurkenwurst wird aus frischem Schweine- und Rindfleisch nach handwerklicher Tradition hergestellt. Ihr würziges Fleischaroma wird durch die saure frische der Gurken wunderbar abgerundet. Schmeckt besonders an warmen Tagen bei der Abendlichen Brotzeit.,"Schweinefleisch, Rindfleisch, Trinkwasser, Kochsalz, Gewürze, Konservierungsstoffe: Natriumnitrit E250, Stabilisator: Poly- und Diphosphate E 450 E452, Ascorbinsäure E300, Mononatriumglutamat E621 Farbstoff E122 SENF, SELLERIE",http://www.alber-der-metzger.de/38-thickbox_default/gurkenwurst.jpg,-1
16061,"Eierpastete (Aufschnitt, Salami, Schinken, Streichwurst Verpackungseinheit: 100 Gramm geschnitten)",7.00,1.30,Feines Pastetenbrät mit Paprika- und Pistatienstücken abgeschmeckt und mit frischem Ei abgerundet und in die typisch Eckige Form gebracht. Perfekt auf dem Frühstücksbrot.,"Schweinefleisch, Rindfleisch, Trinkwasser, Kochsalz, Gewürze, Konservierungsstoffe: Natriumnitrit E250, Stabilisator: Poly- und Diphosphate E 450 E452, Ascorbinsäure E300, Mononatriumglutamat E621 Farbstoff E123; PISTATIEN; SELLERIE",http://www.alber-der-metzger.de/39-thickbox_default/eierpastete.jpg,-1
16064,"Eierpastete (Aufschnitt, Salami, Schinken, Streichwurst Verpackungseinheit: 250 Gramm geschnitten)",7.00,3.25,Feines Pastetenbrät mit Paprika- und Pistatienstücken abgeschmeckt und mit frischem Ei abgerundet und in die typisch Eckige Form gebracht. Perfekt auf dem Frühstücksbrot.,"Schweinefleisch, Rindfleisch, Trinkwasser, Kochsalz, Gewürze, Konservierungsstoffe: Natriumnitrit E250, Stabilisator: Poly- und Diphosphate E 450 E452, Ascorbinsäure E300, Mononatriumglutamat E621 Farbstoff E123; PISTATIEN; SELLERIE",http://www.alber-der-metzger.de/39-thickbox_default/eierpastete.jpg,-1
16065,"Eierpastete (Aufschnitt, Salami, Schinken, Streichwurst Verpackungseinheit: 400 Gramm geschnitten)",7.00,5.09,Feines Pastetenbrät mit Paprika- und Pistatienstücken abgeschmeckt und mit frischem Ei abgerundet und in die typisch Eckige Form gebracht. Perfekt auf dem Frühstücksbrot.,"Schweinefleisch, Rindfleisch, Trinkwasser, Kochsalz, Gewürze, Konservierungsstoffe: Natriumnitrit E250, Stabilisator: Poly- und Diphosphate E 450 E452, Ascorbinsäure E300, Mononatriumglutamat E621 Farbstoff E123; PISTATIEN; SELLERIE",http://www.alber-der-metzger.de/39-thickbox_default/eierpastete.jpg,-1
16062,"Eierpastete (Aufschnitt, Salami, Schinken, Streichwurst Verpackungseinheit: 200 Gramm geschnitten)",7.00,2.59,Feines Pastetenbrät mit Paprika- und Pistatienstücken abgeschmeckt und mit frischem Ei abgerundet und in die typisch Eckige Form gebracht. Perfekt auf dem Frühstücksbrot.,"Schweinefleisch, Rindfleisch, Trinkwasser, Kochsalz, Gewürze, Konservierungsstoffe: Natriumnitrit E250, Stabilisator: Poly- und Diphosphate E 450 E452, Ascorbinsäure E300, Mononatriumglutamat E621 Farbstoff E123; PISTATIEN; SELLERIE",http://www.alber-der-metzger.de/39-thickbox_default/eierpastete.jpg,-1
16066,"Eierpastete (Aufschnitt, Salami, Schinken, Streichwurst Verpackungseinheit: halbe Stange ca. 1,4 Kg)",7.00,15.49,Feines Pastetenbrät mit Paprika- und Pistatienstücken abgeschmeckt und mit frischem Ei abgerundet und in die typisch Eckige Form gebracht. Perfekt auf dem Frühstücksbrot.,"Schweinefleisch, Rindfleisch, Trinkwasser, Kochsalz, Gewürze, Konservierungsstoffe: Natriumnitrit E250, Stabilisator: Poly- und Diphosphate E 450 E452, Ascorbinsäure E300, Mononatriumglutamat E621 Farbstoff E123; PISTATIEN; SELLERIE",http://www.alber-der-metzger.de/39-thickbox_default/eierpastete.jpg,-1
16063,"Eierpastete (Aufschnitt, Salami, Schinken, Streichwurst Verpackungseinheit: 300 Gramm geschnitten)",7.00,3.89,Feines Pastetenbrät mit Paprika- und Pistatienstücken abgeschmeckt und mit frischem Ei abgerundet und in die typisch Eckige Form gebracht. Perfekt auf dem Frühstücksbrot.,"Schweinefleisch, Rindfleisch, Trinkwasser, Kochsalz, Gewürze, Konservierungsstoffe: Natriumnitrit E250, Stabilisator: Poly- und Diphosphate E 450 E452, Ascorbinsäure E300, Mononatriumglutamat E621 Farbstoff E123; PISTATIEN; SELLERIE",http://www.alber-der-metzger.de/39-thickbox_default/eierpastete.jpg,-1
16071,"Paprikawurst (Aufschnitt, Salami, Schinken, Streichwurst Verpackungseinheit: 100 Gramm geschnitten)",7.00,1.19,"Von unseren Meistern aus Schweine- und Rindfleisch hergestelltes und mit Pfeffer, Paprika, Muscat, Mazis und Piment abgeschmecktes Feinbrät. Dazu kommen 15 % frische rote und grüne Paprikastücke. Dünn aufgeschnitten ein echtes Schmankerl.","Schweinefleisch, Rindfleisch, Trinkwasser, Kochsalz, Gewürze, Konservierungsstoffe: Natriumnitrit E250, Stabilisator: Poly- und Diphosphate E 450 E452, Ascorbinsäure E300, Mononatriumglutamat E621 Farbstoff E124; SELLERIE",http://www.alber-der-metzger.de/40-thickbox_default/paprikawurst.jpg,-1
16074,"Paprikawurst (Aufschnitt, Salami, Schinken, Streichwurst Verpackungseinheit: ca. 260 Gramm am Stück)",7.00,2.59,"Von unseren Meistern aus Schweine- und Rindfleisch hergestelltes und mit Pfeffer, Paprika, Muscat, Mazis und Piment abgeschmecktes Feinbrät. Dazu kommen 15 % frische rote und grüne Paprikastücke. Dünn aufgeschnitten ein echtes Schmankerl.","Schweinefleisch, Rindfleisch, Trinkwasser, Kochsalz, Gewürze, Konservierungsstoffe: Natriumnitrit E250, Stabilisator: Poly- und Diphosphate E 450 E452, Ascorbinsäure E300, Mononatriumglutamat E621 Farbstoff E124; SELLERIE",http://www.alber-der-metzger.de/40-thickbox_default/paprikawurst.jpg,-1
16075,"Paprikawurst (Aufschnitt, Salami, Schinken, Streichwurst Verpackungseinheit: 400 Gramm geschnitten)",7.00,4.75,"Von unseren Meistern aus Schweine- und Rindfleisch hergestelltes und mit Pfeffer, Paprika, Muscat, Mazis und Piment abgeschmecktes Feinbrät. Dazu kommen 15 % frische rote und grüne Paprikastücke. Dünn aufgeschnitten ein echtes Schmankerl.","Schweinefleisch, Rindfleisch, Trinkwasser, Kochsalz, Gewürze, Konservierungsstoffe: Natriumnitrit E250, Stabilisator: Poly- und Diphosphate E 450 E452, Ascorbinsäure E300, Mononatriumglutamat E621 Farbstoff E124; SELLERIE",http://www.alber-der-metzger.de/40-thickbox_default/paprikawurst.jpg,-1
